device_name,datetime,pos_uncertainty,distance,location,neighborhood
ECSFFIUV,2/2/2023 13:57,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:57,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,10,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,9,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,10,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,10,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,10,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:58,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:59,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:59,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:59,8,5.745967176,2i,Jericho
ECSFFIUV,2/2/2023 13:59,9,5.745967176,2i,Jericho
